Target gene;Representative transcript;Gene name;3P-seq tags + 5;Total sites;8mer sites;7mer-m8 sites;7mer-A1 sites;6mer sites;Representative miRNA;Predicted occupancy (low miRNA);Predicted occupancy (high miRNA);Predicted occupancy (transfected miRNA);Cumulative weighted context++ score;Total context++ score;"Aggregate PCT
"
OR52A1;ENST00000380367.1;olfactory receptor, family 52, subfamily A, member 1 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0021;0,0151;0,1018;-0,32;-0,32;"N/A
"
TRMT11;ENST00000368332.3;tRNA methyltransferase 11 homolog (S. cerevisiae) ;333;1;0;1;0;0;hsa-miR-584-5p;0,0036;0,0261;0,1655;-0,32;-0,33;"N/A
"
SULT1C4;ENST00000272452.2;sulfotransferase family, cytosolic, 1C, member 4 ;97;1;1;0;0;0;hsa-miR-584-5p;0,0081;0,0568;0,3183;-0,32;-0,34;"N/A
"
THEMIS2;ENST00000373925.1;thymocyte selection associated family member 2 ;41;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0227;0,1555;-0,32;-0,32;"N/A
"
MURC;ENST00000307584.5;muscle-related coiled-coil protein ;75;1;1;0;0;0;hsa-miR-584-5p;0,0038;0,0277;0,1763;-0,32;-0,35;"N/A
"
CCNDBP1;ENST00000300213.4;cyclin D-type binding-protein 1 ;1136;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0184;0,1228;-0,32;-0,32;"N/A
"
GADD45A;ENST00000370986.4;growth arrest and DNA-damage-inducible, alpha ;689;1;0;1;0;0;hsa-miR-584-5p;0,0034;0,0249;0,1605;-0,32;-0,35;"N/A
"
BMPR1A;ENST00000372037.3;bone morphogenetic protein receptor, type IA ;125;3;0;1;2;2;hsa-miR-584-5p;0,0122;0,0882;0,5714;-0,32;-0,51;"N/A
"
CLEC5A;ENST00000546910.1;C-type lectin domain family 5, member A ;5;1;1;0;0;1;hsa-miR-584-5p;0,0058;0,0422;0,2713;-0,32;-0,32;"N/A
"
MT-ATP6;ENST00000361899.2;mitochondrially encoded ATP synthase 6 ;239820;1;0;1;0;1;hsa-miR-584-5p;0,0048;0,0351;0,2409;-0,32;-0,32;"N/A
"
SCAMP5;ENST00000425597.3;secretory carrier membrane protein 5 ;127;1;1;0;0;0;hsa-miR-584-5p;0,005;0,0356;0,2144;-0,32;-0,32;"N/A
"
MUC15;ENST00000455601.2;mucin 15, cell surface associated ;7;2;1;0;1;0;hsa-miR-584-5p;0,0092;0,0662;0,4161;-0,32;-0,32;"N/A
"
ZNF525;ENST00000467003.1;zinc finger protein 525 ;30;1;1;0;0;1;hsa-miR-584-5p;0,01;0,0731;0,4962;-0,32;-0,32;"N/A
"
SLC13A3;ENST00000417157.2;solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 ;13;1;0;1;0;0;hsa-miR-584-5p;0,0013;0,0099;0,0686;-0,31;-0,31;"N/A
"
C6orf10;ENST00000447241.2;chromosome 6 open reading frame 10 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0182;0,126;-0,31;-0,31;"N/A
"
RPE;ENST00000429907.1;ribulose-5-phosphate-3-epimerase ;333;1;1;0;0;1;hsa-miR-584-5p;0,0035;0,0255;0,1752;-0,31;-0,31;"N/A
"
ZNF813;ENST00000396403.4;zinc finger protein 813 ;10;1;1;0;0;1;hsa-miR-584-5p;0,0075;0,0547;0,3593;-0,31;-0,32;"N/A
"
RNF11;ENST00000242719.3;ring finger protein 11 ;5881;2;0;2;0;0;hsa-miR-584-5p;0,0041;0,0296;0,1973;-0,31;-0,31;"N/A
"
MBNL3;ENST00000370839.3;muscleblind-like splicing regulator 3 ;593;3;0;1;2;1;hsa-miR-584-5p;0,0096;0,07;0,4753;-0,31;-0,35;"N/A
"
AKAP10;ENST00000225737.6;A kinase (PRKA) anchor protein 10 ;700;2;0;1;1;0;hsa-miR-584-5p;0,0052;0,0376;0,2511;-0,31;-0,31;"N/A
"
KCND2;ENST00000331113.4;potassium voltage-gated channel, Shal-related subfamily, member 2 ;5;1;1;0;0;1;hsa-miR-584-5p;0,0081;0,0584;0,3809;-0,31;-0,31;"N/A
"
CDC123;ENST00000281141.4;cell division cycle 123 ;9643;1;0;1;0;0;hsa-miR-584-5p;0,0028;0,0206;0,1345;-0,31;-0,31;"N/A
"
RXFP1;ENST00000307765.5;relaxin/insulin-like family peptide receptor 1 ;5;1;1;0;0;0;hsa-miR-584-5p;0,0074;0,0527;0,3145;-0,31;-0,31;"N/A
"
SRSF5;ENST00000553521.1;serine/arginine-rich splicing factor 5 ;715;1;0;1;0;0;hsa-miR-584-5p;0,0049;0,0352;0,2116;-0,31;-0,31;"N/A
"
FKTN;ENST00000223528.2;fukutin ;153;2;1;1;0;0;hsa-miR-584-5p;0,0111;0,0796;0,4785;-0,3;-0,3;"N/A
"
MTERF;ENST00000419292.1;mitochondrial transcription termination factor ;42;2;1;1;0;0;hsa-miR-584-5p;0,0031;0,0226;0,1473;-0,3;-0,38;"N/A
"
TTC19;ENST00000261647.5;tetratricopeptide repeat domain 19 ;64;2;0;1;1;0;hsa-miR-584-5p;0,0032;0,0233;0,1594;-0,3;-0,3;"N/A
"
MAGEB3;ENST00000361644.2;melanoma antigen family B, 3 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0037;0,027;0,1775;-0,3;-0,3;"N/A
"
ZNF24;ENST00000589881.1;zinc finger protein 24 ;1796;3;1;1;1;0;hsa-miR-584-5p;0,0052;0,038;0,2565;-0,3;-0,45;"N/A
"
ZNF780B;ENST00000434248.1;zinc finger protein 780B ;77;4;0;2;2;0;hsa-miR-584-5p;0,01;0,0724;0,4846;-0,3;-0,32;"N/A
"
MTX3;ENST00000509852.1;metaxin 3 ;304;3;0;2;1;1;hsa-miR-584-5p;0,0122;0,0887;0,5966;-0,3;-0,3;"N/A
"
SQLE;ENST00000265896.5;squalene epoxidase ;957;1;0;0;1;1;hsa-miR-584-5p;0,0028;0,0204;0,1413;-0,3;-0,3;"N/A
"
TXNL1;ENST00000217515.6;thioredoxin-like 1 ;1779;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0224;0,1448;-0,3;-0,3;"N/A
"
ZNF154;ENST00000512439.2;zinc finger protein 154 ;5;2;1;1;0;1;hsa-miR-584-5p;0,0078;0,0569;0,3721;-0,3;-0,3;"N/A
"
TMEM183A;ENST00000367242.3;transmembrane protein 183A ;241;2;1;0;1;1;hsa-miR-584-5p;0,0052;0,0382;0,2586;-0,3;-0,35;"N/A
"
MOB1B;ENST00000309395.2;MOB kinase activator 1B ;54;3;0;1;2;1;hsa-miR-584-5p;0,0077;0,0565;0,3876;-0,3;-0,3;"N/A
"
UBE2W;ENST00000517608.1;ubiquitin-conjugating enzyme E2W (putative) ;102;3;0;1;2;0;hsa-miR-584-5p;0,007;0,0513;0,3422;-0,3;-0,33;"N/A
"
FGF20;ENST00000180166.5;fibroblast growth factor 20 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0223;0,1501;-0,3;-0,3;"N/A
"
CEP19;ENST00000409690.3;centrosomal protein 19kDa ;5;1;1;0;0;0;hsa-miR-584-5p;0,0025;0,0182;0,1297;-0,3;-0,3;"N/A
"
CSGALNACT1;ENST00000454498.2;chondroitin sulfate N-acetylgalactosaminyltransferase 1 ;77;1;1;0;0;0;hsa-miR-584-5p;0,0048;0,0348;0,2238;-0,3;-0,3;"N/A
"
PHF6;ENST00000332070.3;PHD finger protein 6 ;630;1;1;0;0;1;hsa-miR-584-5p;0,0053;0,0385;0,2581;-0,3;-0,3;"N/A
"
NCOR1;ENST00000268712.3;nuclear receptor corepressor 1 ;268;2;1;0;1;0;hsa-miR-584-5p;0,0084;0,06;0,3491;-0,3;-0,35;"N/A
"
ZDHHC13;ENST00000446113.2;zinc finger, DHHC-type containing 13 ;76;1;0;1;0;0;hsa-miR-584-5p;0,0047;0,0338;0,2089;-0,29;-0,29;"N/A
"
CDH13;ENST00000566620.1;cadherin 13 ;1020;1;1;0;0;0;hsa-miR-584-5p;0,0042;0,03;0,1876;-0,29;-0,29;"N/A
"
ZNF669;ENST00000358785.4;zinc finger protein 669 ;154;2;0;2;0;0;hsa-miR-584-5p;0,0035;0,0253;0,1713;-0,29;-0,38;"N/A
"
C14orf119;ENST00000319074.4;chromosome 14 open reading frame 119 ;6513;1;0;1;0;0;hsa-miR-584-5p;0,0022;0,0161;0,1083;-0,29;-0,29;"N/A
"
FSTL5;ENST00000306100.5;follistatin-like 5 ;5;2;0;2;0;0;hsa-miR-584-5p;0,0044;0,032;0,2151;-0,29;-0,29;"N/A
"
ITGAD;ENST00000389202.2;integrin, alpha D ;5;1;1;0;0;0;hsa-miR-584-5p;0,0027;0,0194;0,1276;-0,29;-0,29;"N/A
"
PURB;ENST00000395699.2;purine-rich element binding protein B ;497;1;1;0;0;2;hsa-miR-584-5p;0,0068;0,049;0,3167;-0,29;-0,33;"N/A
"
PRKX;ENST00000262848.5;protein kinase, X-linked ;12;2;1;0;1;0;hsa-miR-584-5p;0,0096;0,0687;0,4158;-0,29;-0,29;"N/A
"
FBXO28;ENST00000424254.2;F-box protein 28 ;461;1;1;0;0;0;hsa-miR-584-5p;0,0056;0,0408;0,2647;-0,29;-0,33;"N/A
"
RP11-181C3.1;ENST00000501499.1;Uncharacterized protein  ;7;1;0;1;0;0;hsa-miR-584-5p;0,0045;0,0322;0,2008;-0,29;-0,29;"N/A
"
VPS41;ENST00000310301.4;vacuolar protein sorting 41 homolog (S. cerevisiae) ;163;1;1;0;0;0;hsa-miR-584-5p;0,0057;0,0406;0,2503;-0,29;-0,29;"N/A
"
ACTR6;ENST00000546902.1;ARP6 actin-related protein 6 homolog (yeast) ;142;2;0;0;2;0;hsa-miR-584-5p;0,0029;0,0215;0,1504;-0,29;-0,29;"N/A
"
MZT1;ENST00000377818.3;mitotic spindle organizing protein 1 ;157;1;0;1;0;0;hsa-miR-584-5p;0,0022;0,0159;0,1075;-0,29;-0,29;"N/A
"
GSTM2;ENST00000369831.2;glutathione S-transferase mu 2 (muscle) ;5;1;1;0;0;0;hsa-miR-584-5p;0,0047;0,0338;0,2055;-0,29;-0,29;"N/A
"
KRTDAP;ENST00000484218.2;keratinocyte differentiation-associated protein ;9;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0107;0,0737;-0,29;-0,29;"N/A
"
CCL18;ENST00000004921.3;chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated) ;5;1;0;1;0;0;hsa-miR-584-5p;0,0028;0,0201;0,1314;-0,29;-0,29;"N/A
"
IL33;ENST00000381434.3;interleukin 33 ;8;1;0;1;0;2;hsa-miR-584-5p;0,0058;0,0422;0,285;-0,29;-0,29;"N/A
"
PIGW;ENST00000328396.2;phosphatidylinositol glycan anchor biosynthesis, class W ;265;1;0;1;0;0;hsa-miR-584-5p;0,0036;0,0264;0,1754;-0,29;-0,29;"N/A
"
PEX5L;ENST00000467460.1;peroxisomal biogenesis factor 5-like ;5;2;1;0;1;1;hsa-miR-584-5p;0,0102;0,0733;0,4678;-0,29;-0,29;"N/A
"
SPOPL;ENST00000280098.4;speckle-type POZ protein-like ;216;1;1;0;0;0;hsa-miR-584-5p;0,0055;0,0402;0,2614;-0,29;-0,29;"N/A
"
CADPS;ENST00000383710.4;Ca++-dependent secretion activator ;5;1;1;0;0;0;hsa-miR-584-5p;0,006;0,0426;0,2475;-0,28;-0,28;"N/A
"
RP11-17M16.1;ENST00000532511.1;Homo sapiens FLJ44313 protein (FLJ44313), mRNA. ;9;1;0;1;0;0;hsa-miR-584-5p;0,0047;0,0342;0,2155;-0,28;-0,28;"N/A
"
NET1;ENST00000355029.4;neuroepithelial cell transforming 1 ;73;1;1;0;0;1;hsa-miR-584-5p;0,0047;0,0337;0,2145;-0,28;-0,29;"N/A
"
COX7B;ENST00000481445.1;cytochrome c oxidase subunit VIIb ;83;1;0;1;0;1;hsa-miR-584-5p;0,0029;0,0215;0,1451;-0,28;-0,29;"N/A
"
EIF2AK1;ENST00000199389.6;eukaryotic translation initiation factor 2-alpha kinase 1 ;1726;2;1;1;0;0;hsa-miR-584-5p;0,0064;0,046;0,2933;-0,28;-0,56;"N/A
"
PIAS2;ENST00000585916.1;protein inhibitor of activated STAT, 2 ;194;1;1;0;0;0;hsa-miR-584-5p;0,004;0,0292;0,188;-0,28;-0,28;"N/A
"
WIPI1;ENST00000262139.5;WD repeat domain, phosphoinositide interacting 1 ;154;1;0;1;0;0;hsa-miR-584-5p;0,002;0,0149;0,1019;-0,28;-0,28;"N/A
"
SLITRK6;ENST00000400286.2;SLIT and NTRK-like family, member 6 ;5;2;0;1;1;0;hsa-miR-584-5p;0,0105;0,076;0,4796;-0,28;-0,28;"N/A
"
COL25A1;ENST00000399132.1;collagen, type XXV, alpha 1 ;270;2;1;1;0;0;hsa-miR-584-5p;0,0084;0,0608;0,389;-0,28;-0,35;"N/A
"
CYP1A2;ENST00000343932.4;cytochrome P450, family 1, subfamily A, polypeptide 2 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0032;0,0236;0,1562;-0,28;-0,28;"N/A
"
ABCB10;ENST00000344517.4;ATP-binding cassette, sub-family B (MDR/TAP), member 10 ;53;1;0;1;0;0;hsa-miR-584-5p;0,0035;0,0254;0,1652;-0,28;-0,28;"N/A
"
ATG3;ENST00000402314.2;autophagy related 3 ;177;1;0;1;0;1;hsa-miR-584-5p;0,006;0,0433;0,2733;-0,28;-0,29;"N/A
"
KRT40;ENST00000377755.4;keratin 40 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0063;0,0452;0,2692;-0,28;-0,28;"N/A
"
PIGP;ENST00000360525.4;phosphatidylinositol glycan anchor biosynthesis, class P ;1621;3;0;1;2;0;hsa-miR-584-5p;0,0026;0,0189;0,1268;-0,28;-0,51;"N/A
"
GATAD1;ENST00000287957.3;GATA zinc finger domain containing 1 ;92;2;2;0;0;0;hsa-miR-584-5p;0,0041;0,0298;0,1944;-0,28;-0,61;"N/A
"
TIMM17A;ENST00000367287.4;translocase of inner mitochondrial membrane 17 homolog A (yeast) ;5594;1;0;1;0;0;hsa-miR-584-5p;0,0016;0,0117;0,0803;-0,28;-0,28;"N/A
"
HDGFRP3;ENST00000299633.4;Hepatoma-derived growth factor-related protein 3  ;2577;1;0;1;0;0;hsa-miR-584-5p;0,0042;0,0306;0,2078;-0,27;-0,28;"N/A
"
SGCD;ENST00000435422.3;sarcoglycan, delta (35kDa dystrophin-associated glycoprotein) ;39;3;2;1;0;2;hsa-miR-584-5p;0,0132;0,0953;0,5967;-0,27;-0,35;"N/A
"
PM20D1;ENST00000367136.4;peptidase M20 domain containing 1 ;5;2;0;0;2;0;hsa-miR-584-5p;0,003;0,0215;0,1416;-0,27;-0,27;"N/A
"
RP11-180C1.1;ENST00000507759.1;Uncharacterized protein  ;5;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0133;0,0904;-0,27;-0,27;"N/A
"
C2orf27A;ENST00000355171.4;chromosome 2 open reading frame 27A ;5;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0133;0,0905;-0,27;-0,27;"N/A
"
PPP1R12A;ENST00000261207.5;protein phosphatase 1, regulatory subunit 12A ;276;2;1;0;1;0;hsa-miR-584-5p;0,0094;0,0669;0,4;-0,27;-0,27;"N/A
"
PCMT1;ENST00000367384.2;protein-L-isoaspartate (D-aspartate) O-methyltransferase ;573;1;1;0;0;0;hsa-miR-584-5p;0,0025;0,0179;0,1125;-0,27;-0,44;"N/A
"
DCTN4;ENST00000447998.2;dynactin 4 (p62) ;153;2;1;0;1;0;hsa-miR-584-5p;0,0074;0,0534;0,3342;-0,27;-0,36;"N/A
"
S100A14;ENST00000476873.1;S100 calcium binding protein A14 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0133;0,0909;-0,27;-0,27;"N/A
"
C2orf27B;ENST00000303798.2;chromosome 2 open reading frame 27B ;5;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0133;0,0905;-0,27;-0,27;"N/A
"
UBQLN3;ENST00000311659.4;ubiquilin 3 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0022;0,0162;0,1082;-0,27;-0,27;"N/A
"
FKBP9;ENST00000242209.4;FK506 binding protein 9, 63 kDa ;43;2;1;1;0;0;hsa-miR-584-5p;0,0046;0,0337;0,2276;-0,27;-0,27;"N/A
"
XPO7;ENST00000252512.9;exportin 7 ;647;1;1;0;0;0;hsa-miR-584-5p;0,0059;0,042;0,2408;-0,27;-0,3;"N/A
"
STAMBP;ENST00000394070.2;STAM binding protein ;1274;2;0;1;1;1;hsa-miR-584-5p;0,004;0,0293;0,1879;-0,27;-0,39;"N/A
"
C12orf23;ENST00000548125.1;chromosome 12 open reading frame 23 ;602;1;0;1;0;0;hsa-miR-584-5p;0,0041;0,0296;0,1868;-0,27;-0,27;"N/A
"
KCNJ6;ENST00000609713.1;potassium inwardly-rectifying channel, subfamily J, member 6 ;5;3;1;1;1;2;hsa-miR-584-5p;0,0132;0,0959;0,6464;-0,27;-0,27;"N/A
"
KPNB1;ENST00000290158.4;karyopherin (importin) beta 1 ;465;3;2;0;1;0;hsa-miR-584-5p;0,0106;0,0762;0,4666;-0,27;-0,36;"N/A
"
MUC16;ENST00000397910.4;mucin 16, cell surface associated ;9;1;0;1;0;0;hsa-miR-584-5p;0,0093;0,0684;0,4785;-0,27;-0,27;"N/A
"
RAX;ENST00000256852.7;retina and anterior neural fold homeobox ;5;1;1;0;0;0;hsa-miR-584-5p;0,0075;0,0532;0,2932;-0,27;-0,27;"N/A
"
TRUB1;ENST00000298746.3;TruB pseudouridine (psi) synthase family member 1 ;1035;2;0;0;2;0;hsa-miR-584-5p;0,0117;0,0836;0,4864;-0,27;-0,27;"N/A
"
BTLA;ENST00000334529.5;B and T lymphocyte associated ;5;1;1;0;0;0;hsa-miR-584-5p;0,0041;0,0295;0,1845;-0,27;-0,27;"N/A
"
GTF2A1;ENST00000553612.1;general transcription factor IIA, 1, 19/37kDa ;88;1;1;0;0;0;hsa-miR-584-5p;0,0078;0,0557;0,333;-0,26;-0,26;"N/A
"
ITGBL1;ENST00000545560.2;integrin, beta-like 1 (with EGF-like repeat domains) ;106;2;0;1;1;0;hsa-miR-584-5p;0,0053;0,0385;0,2605;-0,26;-0,26;"N/A
"
NEGR1;ENST00000357731.5;neuronal growth regulator 1 ;28;4;2;2;0;3;hsa-miR-584-5p;0,0092;0,0668;0,4302;-0,26;-0,58;"N/A
"
SETD1B;ENST00000267197.5;SET domain containing 1B ;703;1;1;0;0;0;hsa-miR-584-5p;0,0055;0,0397;0,2499;-0,26;-0,32;"N/A
"
PUS7L;ENST00000416848.2;pseudouridylate synthase 7 homolog (S. cerevisiae)-like ;67;2;0;1;1;0;hsa-miR-584-5p;0,0039;0,0282;0,1932;-0,26;-0,35;"N/A
"
M1AP;ENST00000290536.5;meiosis 1 associated protein ;5;1;0;1;0;0;hsa-miR-584-5p;0,0023;0,0165;0,1104;-0,26;-0,26;"N/A
"
PTP4A1;ENST00000370651.3;protein tyrosine phosphatase type IVA, member 1 ;5740;2;1;1;0;1;hsa-miR-584-5p;0,004;0,029;0,1995;-0,26;-0,47;"N/A
"
CMTM1;ENST00000533666.1;CKLF-like MARVEL transmembrane domain containing 1 ;16;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0144;0,0973;-0,26;-0,26;"N/A
"
TCF12;ENST00000267811.5;transcription factor 12 ;101;1;0;0;1;2;hsa-miR-584-5p;0,0041;0,0304;0,2146;-0,26;-0,32;"N/A
"
COX17;ENST00000261070.2;COX17 cytochrome c oxidase copper chaperone ;40;1;1;0;0;0;hsa-miR-584-5p;0,0039;0,028;0,1595;-0,26;-0,58;"N/A
"
ZNF354C;ENST00000315475.6;zinc finger protein 354C ;482;1;1;0;0;1;hsa-miR-584-5p;0,0056;0,0408;0,2689;-0,26;-0,26;"N/A
"
IFNA6;ENST00000380210.1;interferon, alpha 6 ;5;1;0;1;0;0;hsa-miR-584-5p;0,003;0,0217;0,141;-0,26;-0,26;"N/A
"
CKLF-CMTM1;ENST00000527729.1;CKLF-CMTM1 readthrough ;16;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0144;0,0973;-0,26;-0,26;"N/A
"
BMP3;ENST00000282701.2;bone morphogenetic protein 3 ;36;1;1;0;0;0;hsa-miR-584-5p;0,0038;0,0273;0,1717;-0,26;-0,26;"N/A
"
SLC28A3;ENST00000376238.4;solute carrier family 28 (concentrative nucleoside transporter), member 3 ;14;2;1;0;1;1;hsa-miR-584-5p;0,0089;0,0642;0,4014;-0,26;-0,26;"N/A
"
PRKCQ;ENST00000263125.5;protein kinase C, theta ;7;2;0;2;0;0;hsa-miR-584-5p;0,0041;0,0299;0,2009;-0,26;-0,26;"N/A
"
C5orf47;ENST00000340147.6;chromosome 5 open reading frame 47 ;15;1;0;1;0;0;hsa-miR-584-5p;0,0017;0,0125;0,087;-0,26;-0,26;"N/A
"
TCEANC;ENST00000380600.1;transcription elongation factor A (SII) N-terminal and central domain containing ;21;1;1;0;0;0;hsa-miR-584-5p;0,0044;0,032;0,1972;-0,26;-0,26;"N/A
"
AK7;ENST00000267584.4;adenylate kinase 7 ;30;1;0;1;0;0;hsa-miR-584-5p;0,0029;0,0215;0,1491;-0,26;-0,26;"N/A
"
CPLX3;ENST00000395018.4;complexin 3 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0129;0,088;-0,26;-0,26;"N/A
"
DAND5;ENST00000585548.1;DAN domain family member 5, BMP antagonist ;11;1;1;0;0;1;hsa-miR-584-5p;0,0027;0,0193;0,1264;-0,26;-0,46;"N/A
"
PPFIA2;ENST00000549396.1;protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 ;5;1;1;0;0;0;hsa-miR-584-5p;0,0055;0,0391;0,231;-0,26;-0,26;"N/A
"
F11;ENST00000264692.4;coagulation factor XI ;5;2;0;0;2;1;hsa-miR-584-5p;0,0053;0,0386;0,2601;-0,26;-0,26;"N/A
"
XPR1;ENST00000367590.4;xenotropic and polytropic retrovirus receptor 1 ;544;2;1;1;0;1;hsa-miR-584-5p;0,0061;0,0439;0,2844;-0,26;-0,27;"N/A
"
ETF1;ENST00000499810.2;eukaryotic translation termination factor 1 ;31;1;0;1;0;0;hsa-miR-584-5p;0,0032;0,0233;0,1501;-0,26;-0,28;"N/A
"
HGD;ENST00000283871.5;homogentisate 1,2-dioxygenase ;4612;1;0;0;1;0;hsa-miR-584-5p;0,003;0,0218;0,1441;-0,26;-0,26;"N/A
"
PLN;ENST00000357525.5;phospholamban ;5;3;0;1;2;3;hsa-miR-584-5p;0,0044;0,0321;0,2209;-0,26;-0,61;"N/A
"
TRIM44;ENST00000299413.5;tripartite motif containing 44 ;4203;3;1;1;1;2;hsa-miR-584-5p;0,0089;0,0642;0,4136;-0,26;-0,3;"N/A
"
CTD-2054N24.2;ENST00000559714.1;Uncharacterized protein  ;21;1;1;0;0;1;hsa-miR-584-5p;0,0067;0,0483;0,3165;-0,26;-0,35;"N/A
"
LOXHD1;ENST00000398705.2;lipoxygenase homology domains 1 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,0112;0,077;-0,26;-0,26;"N/A
"
KIF2A;ENST00000381103.2;kinesin heavy chain member 2A ;905;2;1;1;0;0;hsa-miR-584-5p;0,0037;0,0268;0,1757;-0,26;-0,45;"N/A
"
BHLHB9;ENST00000372735.1;basic helix-loop-helix domain containing, class B, 9 ;5;1;1;0;0;2;hsa-miR-584-5p;0,0064;0,0461;0,2954;-0,26;-0,26;"N/A
"
RUNX2;ENST00000371432.3;runt-related transcription factor 2 ;105;1;1;0;0;0;hsa-miR-584-5p;0,0115;0,0819;0,4777;-0,25;-0,25;"N/A
"
QRFPR;ENST00000394427.2;pyroglutamylated RFamide peptide receptor ;0;1;0;1;0;0;hsa-miR-584-5p;0,0039;0,0285;0,1815;-0,25;-0,25;"N/A
"
MEIS2;ENST00000397624.3;Meis homeobox 2 ;63;2;1;1;0;0;hsa-miR-584-5p;0,0037;0,0271;0,185;-0,25;-0,27;"N/A
"
MYRIP;ENST00000302541.6;myosin VIIA and Rab interacting protein ;9;1;1;0;0;0;hsa-miR-584-5p;0,0041;0,03;0,198;-0,25;-0,25;"N/A
"
C4orf45;ENST00000434826.2;chromosome 4 open reading frame 45 ;5;1;0;1;0;0;hsa-miR-584-5p;0,002;0,015;0,1036;-0,25;-0,25;"N/A
"
SMIM20;ENST00000514384.1;small integral membrane protein 20 ;2638;1;0;0;1;0;hsa-miR-584-5p;0,0033;0,024;0,1539;-0,25;-0,25;"N/A
"
ZNF585A;ENST00000356958.4;zinc finger protein 585A ;77;3;1;2;0;1;hsa-miR-584-5p;0,0135;0,098;0,6323;-0,25;-0,25;"N/A
"
ABHD17C;ENST00000258884.4;abhydrolase domain containing 17C ;406;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,0187;0,1261;-0,25;-0,25;"N/A
"
ITGAE;ENST00000263087.4;"integrin, alpha E (antigen CD103, human mucosal lymphocyte antigen 1; alpha polypeptide) ";683;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0172;0,1163;-0,25;-0,25;"N/A
"
LACTB2;ENST00000276590.4;lactamase, beta 2 ;772;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0185;0,1189;-0,25;-0,32;"N/A
"
SLC25A23;ENST00000301454.4;"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23 ";5;1;1;0;0;0;hsa-miR-584-5p;0,007;0,0498;0,2931;-0,25;-0,25;"N/A
"
SPOCK3;ENST00000357154.3;sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3 ;46;1;0;1;0;0;hsa-miR-584-5p;0,0052;0,038;0,2498;-0,25;-0,25;"N/A
"
PATE4;ENST00000457514.2;prostate and testis expressed 4 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0044;0,0322;0,2131;-0,25;-0,25;"N/A
"
MEX3B;ENST00000558133.1;mex-3 RNA binding family member B ;1401;1;1;0;0;0;hsa-miR-584-5p;0,0036;0,0259;0,1643;-0,25;-0,25;"N/A
"
ZNF415;ENST00000597503.1;zinc finger protein 415 ;38;3;0;3;0;0;hsa-miR-584-5p;0,0033;0,0239;0,1627;-0,25;-0,68;"N/A
"
KLRK1;ENST00000240618.6;killer cell lectin-like receptor subfamily K, member 1 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0019;0,0139;0,0949;-0,25;-0,25;"N/A
"
HOOK1;ENST00000371208.3;hook microtubule-tethering protein 1 ;804;3;1;1;1;1;hsa-miR-584-5p;0,0071;0,0519;0,3496;-0,25;-0,26;"N/A
"
DEF6;ENST00000316637.5;differentially expressed in FDCP 6 homolog (mouse) ;35;1;1;0;0;1;hsa-miR-584-5p;0,0023;0,0169;0,1138;-0,25;-0,25;"N/A
"
ZKSCAN8;ENST00000330236.6;zinc finger with KRAB and SCAN domains 8 ;281;2;0;2;0;1;hsa-miR-584-5p;0,0071;0,0512;0,3365;-0,25;-0,25;"N/A
"
FRRS1L;ENST00000561981.2;ferric-chelate reductase 1-like ;11;3;1;1;1;1;hsa-miR-584-5p;0,0102;0,0744;0,4919;-0,25;-0,25;"N/A
"
RAB30;ENST00000533486.1;RAB30, member RAS oncogene family ;274;2;0;2;0;1;hsa-miR-584-5p;0,0084;0,0614;0,4153;-0,25;-0,29;"N/A
"
ZDHHC15;ENST00000373367.3;zinc finger, DHHC-type containing 15 ;5;2;0;2;0;2;hsa-miR-584-5p;0,0048;0,0352;0,2463;-0,25;-0,25;"N/A
"
