lineNo;assgNo;prevFixDur;firstfixDur;firstPassFixDur;nextFixDur;firstSaccLen;lastSaccLen;prevFixPos;landingPos;leavingPos;totalFixDur;meanFixDur;regressLen;regressDur;pupilDiamMax;pupilDiamLag;timePrtctg;titleNo;wordNo;target
7647;236;99;219;219;159;74.8081;258.4918;124.4588;70.7407;84.5946;219;219;1193;0;0.1856;0.2616;0.022;4;1;0
4891;149;139;159;397;159;206.5871;175.5456;87.0919;121.062;41.2311;397;132.3333;0;0;0.2986;0.2891;0.0451;9;3;0
4893;149;278;119;238;139;382.0239;129.1172;448.0179;66.0095;70.6435;219;219;0;219;0.2891;0.2911;0.0249;9;1;0
5179;157;179;139;278;199;95.0118;254.3275;188.5338;75.5844;47.289;278;139;0;278;0.1903;0.1518;0.0286;2;1;0
7154;219;259;99;99;100;338.6333;332.1333;273.3368;62.1772;61.5508;99;99;199;0;0.1556;0.1586;0.0157;2;7;0
3585;111;159;278;278;239;581.5325;103.0946;577.5483;44.7269;44.6346;278;278;0;0;0.152;0.374;0.0448;10;1;0
8911;281;139;139;139;139;159.7537;445.1957;270.0685;114.4225;127.289;139;139;0;139;0.0957;0.0672;0.0165;3;4;0
8552;271;159;119;298;238;100.9022;134.0009;11.4018;99.5013;64.562;298;149;0;0;0.0637;0.1212;0.0528;1;3;0
5208;157;139;99;99;99;100.7782;177.0254;73.4302;41.3824;62.7096;99;99;517;0;0.1458;0.3413;0.0102;7;4;0
1497;45;0;219;219;99;0;108.1665;0;90.5207;99.7359;219;219;258;994;0.1436;0.1741;0.0345;6;1;0
8553;271;179;238;238;139;134.0009;396.5;56.0892;79.511;74.0068;238;238;0;0;0.0637;0.1212;0.0422;1;4;0
8045;250;139;278;417;298;183.807;44.0028;231.1385;65.5534;64.5368;417;208.5;0;0;0.2028;0.0803;0.0734;4;1;0
6795;203;159;80;240;99;269.5116;178.6757;189.0423;70.445;115.2606;199;99.5;1134;298;0.1719;0.2729;0.0204;9;3;0
9707;299;119;139;139;179;408.5893;188.5975;505.6679;89.0056;83.0452;139;139;0;0;0.043;0.043;0.0301;2;1;0
10286;313;139;99;179;119;213.7341;64.9788;136.3305;87.0776;71.8418;179;89.5;0;0;0.3438;0.3438;0.1012;3;5;0
4807;148;99;179;179;259;231.0779;783.0704;173.2888;62.5799;71.353;179;179;438;0;0.2671;0.3161;0.0102;4;8;0
3233;98;120;259;259;180;387.3296;146.5486;451.3059;69.7209;83.0557;259;259;0;0;0.0736;1.2396;0.0182;8;1;0
6292;185;139;119;119;179;413.2242;87.8877;387.9652;29.3002;34.0074;239;119.5;1849;239;0.404;0.196;0.0354;3;2;0
3840;123;99;199;199;219;181.8193;181.2078;173.7613;33.6823;46.0353;199;199;0;0;0.2338;0.2128;0.0441;4;4;0
1406;43;99;159;159;99;133.515;506.2964;133.0338;8.5;7.433;159;159;0;0;0.0892;0.2327;0.0132;10;6;0
9739;300;278;159;159;179;144.0139;108.4735;212.2287;81.8917;78.2192;159;159;0;0;0.0375;0.2125;0.0497;3;1;0
594;19;139;100;100;199;109.859;541.0333;100.2098;19.6787;31.4086;100;100;398;398;0.3323;0.1378;0.0225;3;1;0
10596;324;80;80;80;139;266.9724;184.8276;179.1005;85.9956;96.0325;80;80;0;179;0.4267;0.4452;0.0139;9;6;0
5864;174;179;179;179;139;653.3062;95.6935;683.4574;27.8657;6.3246;199;199;557;557;0.127;0.127;0.02;3;2;0
7886;243;99;258;258;100;846.3879;384.7002;971.9532;124.7528;103.5109;258;258;0;0;0.1348;0.2418;0.059;3;1;0
6267;184;258;99;99;139;272.1659;147.6906;271.9743;18.3576;31.8473;99;99;0;0;-0.0945;-0.0945;0.0306;10;4;0
6378;188;80;159;159;219;147.5305;97.2895;62;90.5014;82.5742;159;159;0;0;0.023;0.663;0.0379;10;4;0
7558;231;298;99;99;179;199.01;189.1144;157;38.8233;46.768;99;99;0;0;0.2927;0.2492;0.0166;8;3;0
7693;237;0;119;199;99;150.3105;246.3701;200.6091;93.7723;97.5141;179;179;0;0;0.2521;0.4061;0.0919;1;1;0
1264;40;258;119;258;457;92.5662;166.4332;32.573;57.6758;49.5631;258;129;0;0;0.1127;0.1247;0.0742;3;2;0
9969;306;199;80;80;80;169.105;172.6963;280.765;143.9601;137.4273;80;80;0;1431;0.1325;0.4265;0.0054;7;1;0
579;18;139;139;139;119;437.0309;561.1;486.3517;53.584;57.2385;219;109.5;0;0;0.1128;0.7263;0.0361;8;1;0
7807;240;159;139;139;119;380.5;242.3267;352.196;44.95;38.422;99;99;0;0;0.1201;0.0016;0.0094;6;5;0
4353;136;278;179;179;179;125.3236;98.1835;65.0692;60.531;56.0201;179;179;457;278;-0.0408;0.0047;0.0067;1;2;0
7406;226;179;139;139;139;227.0666;780.0854;216.0579;10.0623;15.3379;139;139;0;0;-0.0107;0.0293;0.017;10;7;0
3658;114;119;99;99;199;86.4653;113.1868;105.7592;57.7235;56.8727;99;99;0;0;0.2535;0.29;0.0309;6;1;0
5289;159;159;99;99;159;91.9837;104.6721;109.165;30.6472;30.6961;99;99;0;0;0.1433;0.0903;0.0072;5;6;0
9009;283;119;139;139;119;598.7088;225.1444;728.0934;125.2248;116.8471;139;139;0;0;0.0482;0.3507;0.0195;7;1;0
7550;230;219;199;199;278;276.0041;0;199.572;80.8857;86.3134;199;199;0;0;-0.0433;-0.0433;0.0394;6;4;0
8659;275;99;159;159;219;281.2708;124.4689;310.6638;34.5579;22.102;159;159;558;0;0.0778;0.1053;0.0215;4;2;0
10354;316;119;159;159;119;534.4083;73.6376;609.7647;77.0211;57.1948;159;159;0;0;0.3523;0.3178;0.0295;2;1;0
9695;298;179;80;80;159;310.8641;239.9318;244.4934;67.3238;76.1577;80;80;0;0;0.2651;0.0971;0.0118;8;4;0
7087;215;80;80;80;199;153.4829;354.4929;108.9082;82.0549;89.7733;80;80;0;0;0.1268;0.4063;0.0144;7;4;0
133;4;119;139;139;99;161.3459;318.5769;134.1827;38.8973;19.1638;139;139;0;695;0.28;0.556;0.0175;2;4;0
7046;214;258;119;119;159;152.5524;114.4246;120.3536;31.3129;43.0116;119;119;0;0;-0.0312;0.1698;0.0374;1;3;0
10662;328;219;119;119;99;287.007;226.3454;236.1715;47.5184;45.853;119;119;0;0;0.1097;0.0642;0.0118;4;3;0
1142;34;139;139;139;179;175.6822;508.2335;157.8132;25.9326;21.2897;159;159;258;278;0.3508;0.2768;0.0206;9;2;0
5181;157;199;258;258;99;167.5;105.5296;122.0369;45.8939;68.7841;258;258;0;0;0.1728;0.1128;0.0266;2;5;0
10061;307;139;99;198;159;42.0268;128.8148;42.5793;4.0311;47.5105;198;99;0;0;0.2672;0.3547;0.0385;9;2;0
10770;332;0;139;139;139;0;159.5125;0;40.3268;45.8939;139;139;0;0;0.314;0.314;0.031;2;3;0
1643;50;219;159;159;239;207.2981;194.6645;361.2478;166.6208;149.9483;159;159;517;159;0.2126;0.6131;0.0364;1;2;0
2003;64;139;139;139;139;11.5974;126.0159;9.0554;21.7083;29.8873;139;139;0;0;0.0854;0.2449;0.0446;4;2;0
10051;307;139;259;259;80;312.9077;141.1737;363.3731;51.6624;60.407;259;259;0;0;0.1452;0.2672;0.0503;6;1;0
540;17;159;139;139;239;244.2396;210.7143;148.3678;102.1494;90.1679;139;139;0;0;0.1968;0.2083;0.03;5;3;0
8824;279;139;99;99;378;251.2195;263.6854;201.2486;51.2957;47.4236;99;99;0;0;0.1708;0.1023;0.0123;3;5;0
7664;236;99;238;238;139;212.9941;448.5828;170.0735;32.28;50.5;139;139;0;139;0.1846;0.3791;0.0139;8;4;0
5804;172;0;139;298;258;0;156.0072;0;69;76.9025;298;149;0;0;0.086;0.199;0.0655;1;1;0
5618;167;159;139;139;139;40.5278;52.2398;27.313;44.365;43.8292;139;139;0;417;0.114;0.0825;0.0093;1;3;0
5075;154;80;238;238;99;94.5939;166.8682;80.4984;26.2488;33.6043;238;238;0;0;0.1818;0.2253;0.0276;6;2;0
9574;295;119;119;119;119;268.0532;129.1908;375.4797;128.0625;114.4246;119;119;0;0;0.1856;0.1786;0.0235;6;1;0
2391;75;100;419;559;219;163.833;104.6757;237;72.092;70.799;458;458;0;458;0.2482;0.6732;0.0473;5;1;0
3599;111;238;258;258;139;28.6356;253.1897;60.1332;35.8504;36.4177;159;159;1113;159;0.8115;0.2685;0.0256;4;2;0
10058;307;99;139;139;99;596.4229;103.0886;711.1807;118.0519;92.6944;139;139;0;0;0.1422;0.3547;0.027;8;1;0
8739;277;258;179;179;159;264.8703;87.0531;354.0056;96.251;87.865;238;119;0;238;0.1838;0.1843;0.0252;5;4;0
6197;183;199;179;179;179;125.03;301.5933;123.3288;11.7047;16.0078;179;179;0;0;0.1536;0.1946;0.0172;1;4;0
6960;211;99;99;99;99;159.8624;138.1774;124.4588;91.444;91.0069;99;99;0;99;0.1038;0.2988;0.0509;2;3;0
7354;225;258;199;199;139;254.6566;233.6204;168.8342;99.1476;89.0632;199;199;0;0;-0.0092;0.1033;0.0199;7;2;0
7925;246;119;119;199;199;66.191;217.297;133.0038;87.9318;76.3053;199;99.5;0;278;0.1708;0.2198;0.0339;9;1;0
6629;197;119;80;80;119;99.8624;131.2345;123.8225;58.9428;65.0308;99;99;0;0;-0.0019;0.2091;0.0186;7;3;0
7066;215;179;219;219;99;178.1327;359.1131;25.7099;169.5361;163.7475;219;219;0;656;0.2343;0.2583;0.0395;1;4;0
981;30;179;258;258;139;84.8896;367.1597;87.0919;79.6571;79.4292;239;239;796;0;0.0774;0.1174;0.0245;3;1;0
214;6;0;139;139;238;144.8447;487.0503;228.1162;91.6106;95.0118;259;259;0;0;0.062;0.126;0.0348;5;1;0
1358;42;179;99;99;80;183.5824;131.577;89.1403;92.5122;90.7965;99;99;0;0;0.1427;0.2482;0.0106;7;3;0
7856;242;99;139;139;99;58.5085;103.5809;99.5038;45.722;47.5631;139;139;0;139;0.1123;0.1013;0.0317;2;2;0
4096;132;119;179;278;179;114.4749;349.6159;45.5412;73.0548;169.0362;278;139;0;0;0.0265;0.1665;0.0329;4;3;0
3517;108;119;80;80;179;186.6936;190.6948;117.3882;70.7107;57.5;80;80;0;0;0.1493;0.3008;0.0154;10;2;0
1441;44;139;278;278;179;87.0919;162.5031;71.1688;43.2695;37.9012;278;278;0;318;0.1921;0.2671;0.0186;8;1;0
2275;73;319;120;120;299;64.438;55.3828;71.5052;40.5247;43.6835;120;120;658;359;1.2322;2.1322;0.0074;2;4;0
4611;143;119;199;199;179;609.5697;174.018;697.4884;89.405;93.0484;199;199;0;0;0.1082;0.2777;0.0231;7;1;0
2302;73;279;438;438;319;114.6571;86.0131;146.4923;35.3871;81.2219;438;438;0;0;0.6347;1.8132;0.027;8;3;0
7667;236;278;159;159;99;213.7832;230.5049;180.2249;31.9453;39.8026;159;159;0;219;0.3791;0.1821;0.0159;9;5;0
10025;306;199;80;80;80;251.584;1074.4436;331.0967;85.1499;74.7329;159;159;0;1431;0.1445;0.2265;0.0106;7;1;0
7618;235;119;119;119;80;536.28;180.2471;572.3443;38.7072;28.5701;119;119;0;0;0.3301;0.3061;0.0239;2;2;0
1669;52;219;159;159;258;108.4735;212.5288;86.977;25.5441;27.9508;159;159;0;0;0.0571;0.2636;0.014;4;6;0
7304;224;99;139;258;99;138.067;41.4367;84.22;204.925;191.0321;80;80;3678;119;0.0183;0.0753;0.0119;5;1;0
261;8;139;238;238;219;145.0078;188.0538;86.1452;54.9181;48.9745;238;238;0;0;-0.0881;0.0959;0.0477;1;2;0
5685;168;139;99;99;99;331.3174;74.8766;445.1921;115.5692;117.0662;99;99;0;0;0.154;0.327;0.0095;7;1;0
750;22;179;179;179;179;372.9786;189.5534;261.0172;115.5725;101.4704;179;179;0;358;0.1391;0.2271;0.0107;8;3;0
1649;51;119;219;219;179;103.7654;137.5227;114.3897;47.8017;66.3871;219;219;0;0;0.0506;0.3076;0.0983;3;1;0
436;13;179;139;139;99;65.5477;233.8616;74.411;52.024;58.6707;139;139;0;0;0.2168;0.2703;0.0267;7;1;0
118;4;80;99;99;278;180.2776;108.14;78.0577;98.6534;112.0413;99;99;0;853;0.0805;0.147;0.0125;7;4;0
10233;311;199;99;99;119;243.6658;370.3245;214.0584;29.0689;40.5617;99;99;0;0;0.0822;0.1822;0.0124;7;5;0
8927;281;99;119;119;119;249.1154;261.9971;234.0769;29.4364;23.5053;119;119;0;0;0.1837;0.1327;0.0142;9;4;0
5572;166;80;219;219;139;221.6529;193.1094;202.094;34.442;35.934;219;219;0;0;0.106;0.494;0.0164;6;4;0
7736;239;99;139;139;159;147.5686;365.381;116.6619;46.6181;54.7403;139;139;0;119;0.2556;0.1136;0.0198;4;5;0
6003;178;358;139;139;139;133.291;399.2174;105.5462;53.5023;56.9759;218;109;1132;357;0.1006;0.0216;0.0162;3;5;0
2501;78;199;219;219;219;260.0562;237.4031;226.3846;47.1832;77.9006;219;219;179;936;-0.3515;0.2085;0.0055;5;3;0
8181;255;139;80;80;239;100.005;87.5357;63.0079;35.5563;35;179;179;0;0;0.2689;0.3394;0.0218;7;2;0
9486;293;139;99;99;80;143.3954;494.3099;112.1116;35.3553;36.6674;99;99;9816;297;0.0646;0.1446;0.0069;7;6;0
10676;328;239;179;179;119;142.4588;54.2033;136.0919;12.7475;2.2361;179;179;119;0;0.0962;0.2647;0.0178;8;4;0
9653;297;100;80;80;139;745.7883;363.1425;796.1036;55.0023;50.1224;80;80;0;0;0.1761;0.1476;0.0155;8;1;0
1275;41;99;199;199;159;166.3348;305.3072;75.8222;206.1941;206.0097;80;80;0;0;0.1032;0.1167;0.0085;5;1;0
1298;41;239;139;358;99;81.2527;109.9022;38.6394;41.6473;47.1699;358;179;0;0;0.3222;0.2967;0.0381;10;2;0
6528;194;80;179;179;100;101.8148;348.7496;175.0943;73.2683;68.8368;119;119;0;119;0.179;0.212;0.012;1;4;0
7743;239;99;80;80;199;374.9567;320.0664;419.0966;44.643;33;80;80;0;80;0.0091;0.0411;0.0114;7;4;0
1261;40;99;199;199;119;105.5107;138.5442;33.541;70.8308;63.3127;199;199;0;0;0.1187;0.1127;0.0572;1;3;0
4830;148;199;179;179;159;102.6158;184.3285;117.2391;51.7349;43.8292;179;179;0;0;0.1606;0.1621;0.0102;10;4;0
8397;264;199;239;239;219;225;353.7814;198.1237;25.1794;21.006;239;239;418;0;0.1467;0.1682;0.0539;3;6;0
5446;164;139;139;139;179;79;155.5072;139.0863;60.5743;51.0221;139;139;0;139;0.0257;0.1787;0.0118;2;1;0
5473;164;159;99;99;99;136.2654;119.3367;128.5613;19.3132;33.2415;99;99;0;0;0.1437;0.3642;0.0084;7;2;0
8796;278;119;119;119;179;203.0185;538.5165;316;123.584;144.3892;119;119;0;119;0.2133;0.2133;0.0159;9;5;0
9895;304;179;139;139;99;72.6722;224.0006;64.5368;18.1728;15.3052;139;139;0;695;0.0415;0.0915;0.0112;4;2;0
5472;164;99;99;258;99;697.87;136.2654;820.7521;129.6389;30.5164;258;129;0;0;0.1437;0.2487;0.022;7;1;0
522;15;159;119;119;338;92.0666;0;46.3897;45.1774;39.538;119;119;0;0;-0.1907;-0.1907;0.0126;7;5;0
8218;256;219;99;99;139;157.0199;251.5244;140.0893;14.8408;24.5204;99;99;0;0;0.1104;0.2754;0.0085;5;6;0
9604;296;139;179;279;99;220.1113;633.2097;65.0692;156.0032;92.4392;279;139.5;0;0;0.0621;0.1356;0.0313;3;5;0
6813;204;80;80;80;119;228.2898;97.6371;141.3542;92.662;96.2042;80;80;577;439;0.2449;0.3464;0.0166;1;2;0
4187;133;239;179;179;219;285.9204;205.548;220.0205;55.084;55.5428;179;179;0;0;0.1955;0.205;0.0128;10;4;0
9504;293;139;119;119;139;119.0378;398.5452;218.4033;108.5288;118.4536;219;219;0;2169;0.0251;0.2056;0.0152;2;2;0
1728;54;179;179;179;199;103.5338;131.3097;52.7731;59.6343;74.2445;219;219;418;617;0.1653;0.2758;0.0361;4;5;0
2917;89;20;179;179;199;159.695;110.8388;199.3615;65.025;38.5649;279;279;737;0;0.9212;0.8442;0.0424;3;2;0
1360;42;80;238;238;99;685.4331;222.1041;727.607;56.6789;47.1699;238;238;0;0;0.1427;0.8872;0.0254;9;1;0
8821;279;159;179;179;139;684.4043;235.9158;781.7448;98.2357;110.5226;179;179;0;0;0.1288;0.1708;0.0222;3;1;0
8971;282;100;99;99;139;716.2096;161.5031;698.1984;28.1824;11.2361;99;99;0;0;0.1442;0.1307;0.0143;9;2;0
7605;234;80;139;139;159;178.0204;198.7719;229.1724;46.7386;54.722;139;139;0;0;0.2011;0.1871;0.04;10;1;0
9044;284;99;119;119;80;335.0302;560.8231;251.002;83.006;77.1508;119;119;0;0;0.2357;0.3797;0.0139;8;7;0
6195;183;179;139;338;199;433.9484;215.2324;554.3789;151.5033;61.7454;338;169;0;0;-0.0449;0.1946;0.0325;1;1;0
8448;266;99;119;119;219;577.0366;104.2785;621.499;51.5388;57.0307;119;119;378;159;0.0427;0.1367;0.0218;5;2;0
1828;57;199;219;219;179;57.0351;277.6545;39.3192;14.5774;28.7924;219;219;0;219;0.0238;0.1729;0.0244;3;6;0
10593;324;119;239;338;298;194.1449;605.0424;89.493;110.8434;209.9548;338;169;0;0;0.3317;0.4497;0.0588;8;4;0
5409;163;219;179;179;159;101.5111;236.5338;106.5692;6.265;8.544;179;179;0;0;0.0652;0.0592;0.0195;4;2;0
966;30;179;258;258;139;103.9639;72.2928;107.8147;40.651;46.2196;258;258;796;0;0.1309;0.2094;0.0265;3;1;0
3731;118;0;199;199;238;0;82.0686;0;102.9393;109.5411;199;199;0;0;0.3093;0.3768;0.0618;2;1;0
6864;206;80;179;179;80;696.6208;121.9067;734.173;53.8911;53.4252;179;179;0;0;-0.0406;-0.0406;0.0777;8;3;0
7568;231;99;80;179;99;166.1994;311.0486;175.8238;9.7082;171.3863;179;89.5;0;0;0.1852;0.3207;0.03;6;3;0
1727;54;179;199;199;219;36.0555;103.5338;102.3963;65.7647;63.1348;199;199;0;398;0.1653;0.2758;0.0328;4;4;0
10606;325;179;119;119;179;229.0851;122.7609;276.74;43.5029;64.0176;119;119;0;0;0.1852;0.1397;0.0434;2;1;0
10137;309;139;80;199;139;153.5814;324.2241;105.6835;50.0025;107.5512;199;99.5;0;0;-0.1413;0.1872;0.0236;6;5;0
8579;272;199;179;179;338;129.0475;299.5004;42.9535;91.2318;76.0345;179;179;0;0;0.2487;0.2487;0.0662;1;4;0
8567;271;80;139;139;99;122.3622;151.268;107;18.7417;12.5;139;139;0;0;0.3302;0.2727;0.0246;9;3;0
6853;206;99;99;99;199;108.0012;199.6246;79.712;60.1103;79.3804;99;99;1409;99;0.1279;0.0869;0.043;3;5;0
7918;246;0;119;119;80;0;191.1969;0;82.7103;78.8575;119;119;0;0;0.0978;0.2198;0.0203;3;3;0
8116;253;139;159;159;199;142.4649;140.1508;65.0308;79.5692;77.8621;159;159;0;0;0.0289;0.3684;0.0292;10;4;0
3544;109;119;139;139;99;698.8737;113.554;715.4327;27.0647;46;139;139;179;0;0.285;0.285;0.0348;10;2;0
8113;253;99;179;179;179;110.7892;393.9264;45.0444;72.892;65.7001;179;179;0;0;0.1289;0.3684;0.0329;8;4;0
8997;283;179;119;199;139;242.7396;345.6447;181.0442;67.7422;68.6331;199;99.5;0;417;0.1462;0.1752;0.028;4;3;0
2546;78;279;199;219;219;559.3954;87.0919;434.5906;126.8;147.3635;259;259;9087;3248;0.734;0.734;0.0065;6;4;0
7555;231;179;99;99;219;116.1034;324.0174;91.444;46.8241;43.8207;99;99;0;0;0.3047;0.2927;0.0166;1;4;0
2693;81;159;259;259;179;495.0253;133.5459;536.7104;39.5;76.5408;259;259;0;0;0.272;0.4215;0.0277;6;1;0
866;26;139;219;219;179;188.5239;75.634;179.0112;4.6098;6.5765;219;219;179;0;0.0774;0.2769;0.0559;5;5;0
6541;194;80;119;119;99;134.1538;667.003;51.788;80.7233;76.5408;119;119;259;99;0.068;0.2781;0.012;8;7;0
2382;75;139;219;219;219;116.5172;444.302;102.4207;45.6426;53.668;219;219;0;0;-0.2753;0.0617;0.0226;3;4;0
1458;44;99;219;438;199;155.9623;808.5303;60.7454;108.7486;201.5397;438;219;8528;0;0.2966;0.1821;0.0293;10;8;0
745;22;199;159;159;119;176.5453;143.014;101.5972;74.0827;72.5603;159;159;0;477;0.0321;0.1671;0.0095;7;2;0
24;1;139;139;139;378;89.1586;150.0208;127.3185;88.285;82.9608;139;139;0;0;0.1695;0.3045;0.0182;6;1;0
2899;88;179;458;857;60;303.5927;97.0696;176.1193;125.6344;214.2154;857;428.5;0;0;0.8252;0.3257;0.1332;3;5;0
3832;123;80;99;99;119;44.3086;108.0104;113.7409;74.3808;59.1798;99;99;0;0;0.4563;0.2388;0.0219;1;1;0
4126;132;239;139;139;239;146.7762;147.5076;84.4808;62.6279;62.2013;199;199;3363;359;0.3335;0.55;0.0235;10;6;0
8355;261;219;338;338;219;273.4273;246.2722;352.3308;89.0084;43.9005;319;159.5;697;0;0.3339;0.2539;0.0521;7;1;0
5630;167;199;179;179;238;263.5043;150.1408;199.0226;70.5284;74.0068;179;179;0;0;0.052;0.0795;0.012;4;4;0
7215;221;139;80;80;139;257.7023;267.4177;376.1396;120.5529;116.2981;80;80;139;0;0.1916;0.0951;0.0181;3;2;0
1736;54;219;119;397;179;225.2204;185.4562;221.009;28.9871;218.2527;397;132.3333;0;0;0.1538;0.3443;0.0655;7;4;0
3986;129;99;298;298;239;246.3341;153.6953;339.8382;105.6835;108.7945;298;298;4713;0;0.0866;0.1166;0.0261;5;1;0
8238;256;179;139;139;119;89.0056;124.291;66.9403;31.5357;30.7937;139;139;218;278;0.2659;0.3344;0.0119;10;6;0
6569;194;139;99;99;99;802.0399;250.72;850.0994;47.0106;44.0114;99;99;0;457;0.191;0.419;0.01;8;1;0
5868;174;139;179;298;239;70.0874;100.7435;47.5395;33.989;186.1887;378;189;0;378;0.094;0.0775;0.038;3;4;0
2082;66;80;80;80;119;189.5554;504.2393;113.2652;75.6637;84.214;80;80;357;0;0.2954;0.1554;0.008;8;5;0
2524;78;179;219;219;399;188.0957;163.3065;165.0273;23.0489;18.868;219;219;0;0;0.9915;0.9915;0.0055;10;5;0
602;19;80;100;100;139;280.2789;88.8651;145.0138;131.4772;111.072;100;100;0;100;0.0113;0.3303;0.0225;6;4;0
3540;109;99;80;179;179;671.1758;138.9469;760.3223;87.4714;107.4826;179;89.5;616;0;0.1645;0.403;0.0448;10;1;0
5602;167;437;159;159;497;62.5;76.5278;64.5368;1.118;9.0139;159;159;596;715;0.106;0.3155;0.0107;1;2;0
5633;167;179;238;238;139;78.729;65.192;214.021;127.5353;124.4869;179;179;0;179;0.01;0.0795;0.012;4;5;0
10325;315;80;99;99;298;194.1262;80.9475;170.1558;48.2131;46.457;139;139;833;139;-0.0287;0.0173;0.0185;4;3;0
1602;48;358;119;119;179;540.8597;101.2089;655.4647;138.6984;143.9522;119;119;318;258;0.0086;0.1176;0.0244;2;1;0
10080;308;179;139;139;139;107.7868;57.8662;56.2228;53.2658;40.2492;139;139;139;0;0.0602;-0.0023;0.0149;3;3;0
5332;161;199;219;219;119;153.5985;481.1138;155.5635;9.3005;29.0043;219;219;0;0;0.0742;0.1572;0.0264;1;6;0
8436;266;100;199;199;159;69.5072;132.0947;124.904;51.1297;59.0699;199;199;0;199;0.0102;0.0437;0.0364;1;1;0
3646;113;278;99;99;199;239.852;150.0408;277.0162;52.6047;57.0636;99;99;0;0;0.164;0.406;0.0285;8;1;0
9953;306;139;99;99;199;246.6577;282.0044;87.8635;156.2706;154.7385;99;99;159;2064;0.16;0.1755;0.0066;1;4;0
9148;287;358;179;179;80;129.2256;95.2694;133.0601;44.365;54.5825;179;179;0;437;0.1542;0.1812;0.0183;4;1;0
9012;283;139;238;238;159;516.6297;550.3519;478.0377;37.6198;46.5242;238;238;0;0;0.3507;0.2897;0.0334;9;5;0
10536;321;0;99;99;258;176.8679;459.0256;122.2497;73.1198;63.3127;179;179;80;179;-0.0338;0.1057;0.0178;4;4;0
10349;315;119;139;219;219;909.0903;0;897.9337;31.3249;46.5027;278;278;0;0;0.2643;0.2643;0.037;3;2;0
4361;136;239;179;179;298;129.8124;176.0007;48.2597;89.8735;77.5645;179;179;0;477;-0.0538;0.0377;0.0067;3;4;0
4481;138;119;179;278;238;444.8508;368.5919;491.0438;48.013;45.722;278;139;0;278;0.2712;0.2902;0.0344;1;2;0
9263;289;179;159;159;139;176.5007;589.1657;362.0221;187.131;54.5092;378;189;11988;4931;0.2227;0.1642;0.0182;1;2;0
9620;296;179;99;99;100;189.1593;275.6216;133.6338;67.3238;78.0801;99;99;0;0;0.0591;0.3061;0.0111;6;3;0
8953;282;99;139;139;179;415.5193;119.877;445.9439;25.6125;34.7635;139;139;179;139;0.1757;0.0847;0.02;3;2;0
5373;162;159;238;238;139;29.5169;433.8093;18.3576;14.6031;38.0789;238;238;0;0;0.1767;0.1802;0.0298;3;4;0
8647;275;0;139;139;99;0;242.55;0;70.0071;67.1509;139;139;0;0;-0.0052;0.0838;0.0188;4;3;0
8070;251;179;258;258;159;89.7622;145.5137;94.3027;35.6721;45.5988;258;258;0;0;0.1413;0.0073;0.0534;6;1;0
10592;324;139;119;119;239;325.6662;194.1449;284.0018;48.0885;38.1903;119;119;0;0;0.2222;0.4497;0.0207;8;3;0
6171;182;298;199;199;119;261.4273;99.0454;252.7944;27.9732;28.0401;199;199;0;239;-0.0124;0.0526;0.0247;2;3;0
7400;226;80;179;179;239;228.6329;196.5407;147.7329;86.8936;88.9565;179;179;0;0;0.0143;0.1388;0.0219;8;3;0
9575;295;119;119;119;159;129.1908;220.3548;19.6977;102.0012;109.0287;119;119;0;0;0.1856;0.0971;0.0235;6;2;0
9031;284;179;139;139;199;490.4921;210.4335;478.9259;11.4018;21.095;139;139;0;0;0.2257;0.2477;0.0163;2;2;0
10720;329;80;139;139;338;250.0125;485.218;198.2524;44.5253;45.3982;139;139;0;0;0.0465;0.2015;0.0245;5;5;0
6751;202;119;99;99;99;494.2277;177.5451;574.0949;86.5592;83.1039;99;99;0;0;0.3289;0.6429;0.0313;8;3;0
6949;210;80;119;119;139;328.328;251.584;352.5975;38.6846;30.104;119;119;0;0;0.0403;0.2873;0.0319;10;6;0
9562;295;139;179;179;139;176.1817;211.6182;114.6298;60.0021;60.3842;179;179;0;0;0.2236;0.2236;0.0353;2;3;0
7921;246;100;119;119;139;59.3001;183.4734;58.0086;36.3456;54.3323;119;119;0;0;0.1783;0.2198;0.0203;4;2;0
9062;285;139;159;159;278;141.0035;71.8923;145.1241;11.9269;11.2361;159;159;278;0;0.0867;0.2327;0.0268;1;5;0
10604;325;0;80;179;159;0;244.8183;0;180.8183;83.3802;179;89.5;0;0;0.2227;0.1852;0.0653;1;1;0
4360;136;398;239;239;179;220.6111;129.8124;138.7083;84.8248;83.4865;239;239;0;278;-0.0268;0.0377;0.0089;3;3;0
3787;121;179;219;219;159;117.0438;177.5028;112.3788;31.3249;28.0045;219;219;0;0;0.2923;0.2908;0.066;2;2;0
3818;122;338;139;139;159;134.1827;450.0156;40.8167;103.7413;102.6365;139;139;0;0;0.0003;0.2633;0.0247;6;4;0
7806;240;179;99;259;338;548.7304;380.5;613.6;89.6354;67.8325;179;179;2504;0;0.1201;0.0246;0.0171;6;1;0
9138;287;159;139;139;259;197.7321;185.7323;278.9498;77.0146;82.8734;139;139;0;139;0.0882;0.1342;0.0142;1;4;0
10845;334;159;139;139;80;129.4025;207.6566;125.8968;16.7705;20.9404;139;139;80;0;0.253;0.267;0.023;4;5;0
5178;157;258;199;199;179;361.8304;95.0118;444.7752;85.8094;52.5952;179;179;1411;0;0.1903;0.1728;0.0184;2;2;0
